id,placerelation,place
21052,154,610
21053,154,611
21054,154,612
21020,155,456
21021,155,457
21022,155,458
21023,155,459
21024,155,460
21025,155,461
21026,155,462
21027,155,463
21028,155,613
21029,155,614
21030,155,615
21031,155,616
21032,155,617
21033,155,618
21034,155,619
21035,155,620
21036,155,621
21587,156,381
21588,156,511
21563,156,616
21564,156,864
21565,156,865
21566,156,866
21567,156,867
21568,156,868
21569,156,869
21570,156,870
21571,156,871
21572,156,872
21573,156,873
21574,156,874
21575,156,875
21576,156,876
21577,156,877
21578,156,878
21579,156,879
21580,156,880
21581,156,881
21582,156,882
21583,156,883
21584,156,884
21585,156,885
21586,156,886
21844,157,347
21766,157,887
21767,157,888
21768,157,889
21769,157,890
21770,157,891
21771,157,892
21772,157,893
21773,157,894
21845,157,895
21774,157,896
21775,157,897
21776,157,898
21777,157,899
21778,157,900
21779,157,901
21780,157,902
21781,157,903
21782,157,904
21783,157,905
21784,157,906
21785,157,907
21786,157,908
21787,157,909
21788,157,910
21789,157,911
21790,157,912
21791,157,913
21792,157,914
21793,157,915
21794,157,916
21795,157,917
21796,157,918
21797,157,919
21798,157,920
21799,157,921
21800,157,922
21801,157,923
21802,157,924
21803,157,925
21804,157,926
21805,157,927
21806,157,928
21807,157,929
21808,157,930
21809,157,931
21810,157,932
21811,157,933
21812,157,934
21813,157,935
21814,157,936
21815,157,937
21816,157,938
21817,157,939
21818,157,940
21819,157,941
21820,157,942
21821,157,943
21822,157,944
21823,157,945
21824,157,946
21825,157,947
21826,157,948
21827,157,949
21828,157,950
21829,157,951
21830,157,952
21831,157,953
21832,157,954
21833,157,955
21834,157,956
21835,157,957
21836,157,958
21837,157,959
21838,157,960
21839,157,961
21840,157,962
21841,157,963
21842,157,964
21843,157,965
