 U2066,14,20,,39,,15,12,2,8,4,,,24,17,7,14,15,,,,,22,,12,,,,25,,,,5,27,13,9,,,,,55,,,,,,,,,,,30,35,54,,,
 U2067,45,84,,28,10,26,5,4,10,6,,,43,48,11,10,17,,,,,,,,138,,,41,,25,,20,49,13,17,,,45,,35,,,,,,,,23,,,21,21,18,14,,
 U2085,20,23,,19,,15,7,3,5,10,,,22,18,24,20,22,,,,,19,17,20,,,,27,,,,7,20,13,11,,,37,,19,,,,,,,,,,,10,14,34,,,
 U2087,19,24,,17,,25,8,5,24,20,,,18,28,8,14,,,,,,,,78,,,,,,,,10,,19,9,,,,,23,,,,,,,,,,,5,25,14,,,
 U2102,26,21,,25,,15,11,10,5,20,,,23,21,8,13,23,,,,,28,77,20,,,,29,,,,12,28,20,30,,,32,,50,,,,,,,,,,,6,14,20,,,
 U2131,20,19,35,16,14,14,5,8,5,6,52,139,14,17,49,7,13,35,252,,43,31,18,12,32,121,139,13,31,44,27,16,13,10,12,17,53,28,276,19,207,,,222,,,47,57,28,32,12,21,15,64,19,79
 U2136,35,31,,27,16,24,10,5,10,12,,,33,38,9,12,26,,,,,72,50,24,,,,38,,,,12,44,19,37,,,25,12,33,,,,,,,,,,,7,20,24,15,20,
 U2137,34,31,141,20,68,34,5,4,10,4,,,23,32,7,24,,,,,,,,17,,,,,185,,,73,23,11,36,,107,,,,,,,,,,,,,,40,34,14,47,,
 U2144,26,21,39,24,8,98,6,7,5,5,119,118,22,74,18,14,23,50,965,353,541,17,14,15,43,78,94,19,48,25,28,11,17,8,10,20,35,23,7,22,307,418,197,229,1847,178,48,26,26,98,18,42,16,18,55,42
 U2160,20,19,26,11,10,8,6,3,4,4,189,111,14,21,10,14,18,58,192,454,75,17,16,15,37,59,65,21,39,34,24,11,25,11,10,30,23,27,26,39,129,303,341,224,349,97,14,32,32,17,5,10,24,16,22,65
 U2166,17,38,,99,100,18,13,6,35,,,,26,47,8,21,43,,,,,25,,,,,,,,,,16,39,38,59,,,,,50,,,,,,,,,,,18,16,31,22,,
 U2173,22,57,109,47,139,37,17,7,48,6,,,38,37,9,106,43,89,,,146,52,37,21,71,,,144,49,,37,391,78,27,22,35,46,,,28,,,,,,,92,47,94,38,14,22,20,133,,62
 U2196,11,31,,26,73,22,38,15,9,15,,,40,,19,37,852,178,,,,142,61,22,119,,,86,,280,,11,12,33,14,,,54,138,74,,,,,,,85,192,53,46,15,14,72,63,32,
 U2199,23,35,97,21,20,77,9,4,6,6,456,157,24,29,12,14,37,80,508,,89,33,61,22,82,218,107,27,51,68,52,13,69,11,42,154,57,113,90,45,,,,464,,,32,51,60,61,35,18,19,20,49,86
 U2201,38,38,,33,12,11,5,3,3,5,,,30,,18,18,19,,,,,,,21,,,,,,,,7,25,35,11,,,17,,,,,,,,,,,,,5,15,30,12,,
 U2205,7,27,38,20,13,31,5,2,4,5,,,22,22,21,7,43,,,,,36,21,26,,,,37,,,,10,31,11,19,,58,37,35,55,,,,,,,,,89,,6,19,25,15,35,
 U2219,25,30,,16,39,19,22,6,10,32,,,20,38,33,48,26,30,,,,31,103,32,52,,,31,,41,,29,37,24,11,,51,16,23,35,,,,,,,30,25,21,25,15,13,13,35,,
 U2234,18,18,33,11,17,8,16,2,6,10,114,163,27,15,12,10,46,170,133,,34,24,47,13,48,120,147,76,47,35,20,19,43,7,10,49,31,11,11,15,236,,,144,,66,116,23,63,38,3,8,8,14,13,23
 U2236,17,22,43,16,13,13,8,4,5,6,57,234,49,20,20,13,26,50,222,850,276,22,14,15,45,141,100,24,41,113,46,19,35,10,11,78,64,13,18,21,152,411,440,272,465,208,33,70,57,68,9,15,19,36,27,91
 U2274,40,,,122,,235,15,13,36,100,,,,,16,71,47,141,,,,,,,,,,144,,41,,46,22,51,43,,,,,,,,,,,,,70,87,,25,260,63,,,
 U2279,16,32,121,26,13,19,10,5,16,16,317,133,31,29,8,13,27,54,630,622,207,71,27,28,71,101,351,32,86,53,1071,15,31,30,18,40,88,11,22,38,554,1225,631,159,,357,95,44,45,74,7,14,23,12,14,117
 U2285,9,30,65,41,18,41,14,6,12,5,,,66,36,12,52,35,189,,,31,21,36,22,76,,,7,57,11,328,21,24,46,29,86,78,47,17,47,,,,,,,56,115,272,39,30,23,30,51,19,
 U2286,10,19,36,18,12,11,9,4,4,3,371,152,17,19,5,28,45,36,193,356,474,21,16,16,43,238,170,35,176,62,55,11,22,19,19,25,30,16,11,26,409,754,763,277,570,399,117,21,94,30,4,13,14,19,37,98
 U2288,26,38,,35,,78,20,10,77,8,,,42,99,40,37,29,,,,,,,,,,,,,,,28,45,13,17,,,108,,31,,,,,,,26,131,,,22,18,95,,,
 U2290,26,23,31,12,15,10,6,3,6,4,90,125,14,16,5,8,18,35,168,135,90,15,15,16,36,70,62,15,24,19,55,7,24,21,14,38,36,10,23,20,110,244,427,120,443,164,15,18,31,28,8,12,11,15,12,119
 U2329,18,18,31,14,23,14,6,4,6,6,,,15,24,15,8,14,,,,,20,19,16,,,,28,62,,,16,24,13,12,92,20,21,12,16,,,,,,,76,32,27,,6,13,19,12,12,
 U2413,69,,152,,102,53,25,11,34,28,,,,86,12,,42,,,,,25,,,,,,,,,,52,60,19,27,654,170,,,,,,,,,,101,132,,,23,,,33,,170
 U2451,33,18,35,10,9,13,3,3,4,3,145,105,18,18,5,8,19,32,195,209,135,15,17,19,28,59,45,44,84,38,261,8,19,15,14,28,46,8,87,22,340,,,347,,257,38,34,25,18,9,12,17,13,13,84
 U2539,6,17,28,12,6,8,5,2,3,5,184,126,9,15,10,8,13,29,123,268,53,12,11,11,31,53,53,10,37,24,15,5,21,16,6,54,80,6,39,21,155,204,396,89,324,252,24,23,38,19,7,6,8,5,74,23
 U2574,37,,,,,,15,11,109,79,,,,,17,186,102,59,,,,,,152,126,,,45,,115,,11,30,32,15,,,,,,,,,,,,51,50,42,59,81,,,,,
 U2576,36,33,296,24,48,19,8,6,7,9,57,,40,48,12,34,28,57,,,100,28,27,34,39,110,494,46,49,57,92,12,28,9,11,170,43,61,29,37,684,,,453,,,62,36,150,60,7,36,18,26,80,125
 U2577,16,,196,,,,2,3,3,3,134,225,,,8,,,89,,,366,107,,,85,,357,89,202,111,54,23,,10,17,61,26,,,39,,,,505,,,26,36,50,6,6,12,,,37,179
 U2578,49,35,267,22,36,20,5,8,10,5,,,17,58,5,19,74,61,,,264,39,76,57,56,64,354,36,102,134,77,22,44,11,14,77,78,138,63,23,,,,,,,101,46,128,202,17,38,20,257,124,244
 U2579,10,25,135,33,10,16,5,2,6,4,344,255,33,15,8,8,13,83,,,47,14,25,25,31,285,655,13,50,33,35,11,16,7,62,22,20,16,8,15,,,,234,,,36,19,49,37,40,10,10,118,15,50
 U2580,43,33,59,17,15,109,5,6,9,3,,,29,64,7,11,17,103,,1223,301,18,35,65,117,,,26,103,29,52,8,116,27,17,45,72,11,10,28,,,,,,,,38,43,65,31,47,60,21,20,131
 U2581,56,18,96,12,16,9,4,5,19,5,74,100,18,,6,7,31,35,174,735,103,46,14,20,51,,73,23,46,38,71,7,15,7,8,,,47,68,14,754,474,352,186,396,308,20,24,41,34,8,11,10,178,20,66
 U2598,14,28,50,11,40,17,4,4,10,4,98,253,19,32,9,13,14,28,340,198,120,19,70,112,41,83,268,18,36,18,15,8,16,8,8,25,41,18,6,18,93,958,435,100,,484,20,17,60,57,19,17,33,8,11,33
 U2599,34,30,75,13,11,17,4,2,3,3,256,167,31,,8,13,16,44,586,743,150,17,20,11,45,,151,9,34,47,41,8,15,17,20,,,33,58,119,575,1364,411,180,1917,534,79,34,22,135,9,13,31,18,107,101
 U2600,56,77,42,18,10,19,6,4,4,5,641,255,27,60,65,8,24,121,,1203,,66,41,231,86,,370,59,46,34,36,16,37,17,15,54,39,18,45,36,722,,,164,,237,81,109,213,39,10,24,57,301,35,
 U2601,26,19,99,17,29,21,5,6,11,6,154,236,33,30,9,10,23,110,1320,,37,26,26,24,49,79,81,22,122,50,41,9,26,18,8,36,40,17,11,43,549,,360,226,,214,41,58,62,36,10,12,15,19,17,95
 U2602,8,22,281,38,70,116,7,8,6,16,,,185,,491,18,77,130,,,318,20,215,56,70,,,40,171,164,30,13,56,10,22,,,94,23,52,,,,,,,60,135,620,96,29,939,106,28,28,299
 U2603,10,123,332,86,126,170,28,5,51,4,,,98,225,26,17,33,265,,,,170,247,65,132,,,30,347,293,,21,111,19,12,447,74,209,129,75,,,,,,,53,57,45,72,34,544,157,28,17,
 U2604,23,31,100,16,31,23,5,7,15,8,277,232,25,36,9,15,18,95,365,983,69,48,24,42,49,123,155,34,115,53,168,73,23,18,10,51,43,33,92,30,1041,,1824,367,,502,63,51,53,59,6,23,28,45,122,71
 U2605,39,25,280,22,17,23,9,9,9,11,317,253,21,25,6,15,29,64,,,754,24,79,59,65,,1258,28,75,53,71,11,21,11,12,,67,65,33,32,,,,463,,,111,27,71,161,31,19,19,77,177,90
 U2606,43,18,104,12,7,15,5,4,5,4,312,140,15,25,6,8,13,37,311,,186,15,15,9,26,53,69,11,41,24,23,7,21,7,7,50,27,14,8,19,510,,,684,636,459,7,21,15,16,13,14,17,8,8,84
 U2607,40,39,65,21,67,16,4,5,6,5,407,311,57,27,8,9,131,70,314,,97,36,89,18,58,206,197,25,35,58,51,10,95,8,7,42,56,14,74,16,151,,292,313,,424,84,45,30,83,18,13,14,17,10,328
 U2608,23,20,45,30,12,17,6,8,7,7,42,119,20,28,7,13,33,40,218,,,30,25,25,56,393,102,26,30,89,136,13,42,11,12,61,53,46,33,26,171,,548,345,213,573,38,27,38,24,12,17,13,12,204,74
 U2630,29,56,103,13,68,21,14,10,5,4,120,,37,29,13,11,30,59,,,447,24,31,37,48,162,344,77,78,212,161,15,61,12,21,35,44,18,66,25,,,,,,,56,49,46,54,17,14,33,45,29,65
 U2662,39,19,,12,13,40,4,10,9,,,,16,14,4,12,17,,,,,19,17,12,,,,20,,,,9,16,7,6,,,26,16,21,,,,,,,,47,49,,18,9,18,19,,
 U2665,27,22,,20,11,23,4,5,5,58,,,24,38,17,10,40,,,,,,,53,,,,,,,,10,21,35,15,,,11,,,,,,,,,,,,,17,15,51,20,,
 U2668,10,23,,19,,29,14,3,8,8,,,,37,44,11,60,,,,,57,,27,,,,95,,,,26,51,18,33,,,,,20,,,,,,,,,,,18,12,,,,
 U2691,35,26,,26,31,22,5,4,2,4,,,19,24,7,7,31,,,,,18,,13,,,,24,,,,6,15,27,13,,,30,,24,,,,,,,,,,,10,14,13,,,
 U2692,11,26,,15,,20,8,6,3,6,,,29,21,11,11,16,,,,,21,,17,,,,18,,,,9,20,24,12,,,,,29,,,,,,,,,,,10,19,20,,,
 U2694,47,16,,12,14,44,4,5,3,6,,,30,19,21,8,11,,,,,,,14,,,,13,,,,6,13,8,9,,,26,,29,,,,,,,,48,,,5,7,13,17,,
 U2757,25,33,,16,14,22,4,7,7,14,,,20,,56,10,,,,,,,,15,,,,,,,,10,22,29,14,,,100,,,,,,,,,,,,,10,16,44,,,
 U2758,20,40,,31,,25,5,5,4,36,,,30,28,35,55,22,,,,,,,36,,,,25,,,,16,16,31,31,,,,,29,,,,,,,,,,,12,17,,,,
 U2764,9,20,,21,,14,18,8,6,20,,,25,37,13,12,30,,,,,,,37,,,,134,,,,7,24,29,9,,,,,52,,,,,,,,,,,5,10,,,,
 U2777,15,39,,24,138,29,11,10,25,28,,,35,32,10,111,,,,,,63,37,,,,,,,,,26,28,8,17,,46,51,23,28,,,,,,,,,,,24,18,19,262,,
 U2810,67,148,101,36,105,108,5,8,20,35,,,43,45,101,10,39,207,,,,101,137,35,49,,,30,,49,,23,22,44,44,,,178,,44,,,,,,,58,71,36,49,79,103,90,24,,
 U2811,16,19,28,13,34,15,4,4,5,4,45,,17,21,9,7,23,,,,46,19,20,18,,,135,11,19,,18,9,19,11,8,79,32,30,18,33,,,,,,,16,,30,,8,14,19,14,17,39
 U2812,139,32,,44,172,22,6,14,13,16,,,58,31,10,29,81,,,,,50,,35,,,,71,,,,27,55,13,42,,,84,,87,,,,,,,,,,,9,16,30,,,
 U2813,67,43,,25,24,29,4,3,7,6,,,31,34,6,14,40,,,,,,29,47,,,,61,,,,11,78,10,61,,74,44,10,52,,,,,,,156,40,,,11,14,20,29,21,
 U2814,49,29,197,40,186,19,6,4,12,7,,,24,71,8,14,35,114,,,,41,103,35,76,,,51,119,,124,12,43,17,79,50,84,,489,33,,,,,,,89,42,54,42,6,15,17,110,90,
 U2815,153,58,,33,101,25,8,5,4,6,,,33,107,138,22,22,,,,,40,39,26,,,,79,,,,18,53,23,47,,,,123,33,,,,,,,,,,,17,45,24,,,
 U2817,36,38,,20,46,32,19,7,22,4,,,28,,11,11,33,,,,,,36,33,,,,,,,,15,67,17,17,,,34,,,,,,,,,,,,,23,15,24,20,,
 U2818,10,24,332,28,15,35,4,4,9,54,98,121,36,42,6,9,24,63,,,76,23,26,20,63,109,98,22,464,75,27,9,34,7,36,61,35,52,36,30,,,,,,,58,42,50,39,6,37,16,49,22,81
 U2901,9,30,,21,30,48,10,5,26,11,,,18,26,5,10,33,,,,,45,,54,,,,107,,,,15,23,13,18,,,17,79,21,,,,,,,,,,,27,17,44,48,,
 U2925,19,34,142,25,204,19,19,6,13,8,,,24,32,15,19,57,,,,,101,17,28,,,,69,44,64,,13,24,10,9,33,42,78,129,23,,,,,,,,29,28,,6,19,21,15,,
 U2981,21,37,57,37,13,49,23,17,6,25,122,163,25,26,50,38,44,183,314,364,211,36,112,22,59,139,151,45,126,76,70,17,134,18,35,208,48,19,18,30,441,,775,437,,237,104,42,45,78,6,14,42,27,17,81
 U2988,10,93,,22,305,138,11,8,33,32,,,25,,79,,,,,,,73,64,,,,,,,,,17,,17,26,,,25,53,78,,,,,,,,,,,18,35,29,157,276,
 U3003,40,,,24,16,26,7,7,7,6,,,25,,13,13,20,,,,,,,30,,,,,,,,21,,13,24,,,55,,,,,,,,,,,,,14,35,30,40,,
 U3039,44,58,,23,90,30,29,13,59,43,,,28,,40,,,,,,,71,106,,,,,,,,,,,41,39,,,64,70,56,,,,,,,,,,,18,55,23,104,,
 U3045,32,35,,24,86,26,10,7,,,,,55,42,15,15,,,,,,37,46,,,,,,,,,9,,26,18,,,27,30,43,,,,,,,,,,,17,66,24,208,105,
 U3063,31,34,,31,97,31,6,7,4,31,,,24,,10,,,,,,,37,46,,,,,,,,,,,12,11,,,41,53,26,,,,,,,,,,,22,18,24,284,229,
 U3070,41,16,51,16,14,18,6,4,12,6,102,122,22,20,6,8,17,60,442,,73,39,14,34,37,91,526,29,25,43,73,15,26,10,16,186,49,102,23,24,,,,213,,,72,33,44,40,13,10,30,10,56,35
 U3071,18,21,67,17,15,17,8,4,5,7,284,775,16,30,6,13,16,37,236,330,128,15,20,13,35,105,144,25,93,49,86,13,38,18,6,34,45,12,17,45,450,514,481,298,576,208,154,49,106,66,4,9,13,50,16,75
 U3094,20,,,22,,27,5,6,7,6,,,23,69,10,13,35,,,,,,,25,,,,,,,,10,42,10,16,,,,,,,,,,,,,,,,12,36,22,,,
 U3111,21,25,33,22,13,30,4,6,6,7,,,19,23,12,14,16,68,,,47,16,15,20,42,169,,57,60,63,28,7,19,8,12,24,49,12,9,17,,,,,,,13,28,44,32,19,11,23,17,11,81
 U3113,34,17,34,13,10,16,8,10,6,5,119,97,13,22,15,11,17,41,241,167,96,16,13,16,41,126,60,15,44,24,99,9,16,11,10,38,42,15,12,31,101,751,379,139,337,178,12,19,21,20,9,10,10,11,13,74
 U3134,8,42,,40,16,31,5,4,13,12,,,38,,11,13,91,,,,,,,40,,,,,,,,34,,9,10,,,49,,,,,,,,,,,,,16,34,20,18,,
 U3137,44,43,,43,17,31,13,9,13,71,,,,59,15,25,56,,,,,96,82,63,86,,,,,,,15,49,37,24,100,82,,,93,,,,,,,51,56,,,27,16,27,38,,
 U3148,47,,,19,18,36,7,3,11,5,,,68,,10,9,31,,,,,,,24,,,,,,,,36,,14,21,,,,,,,,,,,,,,,,19,50,35,20,,
 U3167,12,,,14,10,28,18,12,13,7,,,28,,9,13,46,,,,,,,,,,,,,,,21,,7,11,,,15,,,,,,,,,,,,,15,13,20,10,,
 U3182,14,22,,17,17,17,5,4,6,9,,,17,20,14,11,20,,,,,18,15,17,,,,24,38,36,,16,24,7,8,34,19,15,8,20,,,,,,,34,81,,,11,11,15,16,9,
 U3185,23,20,,15,15,22,9,6,5,,,,19,23,11,9,46,,,,,40,23,22,,,,34,,,,12,61,21,16,,31,17,63,75,,,,,,,,,,,13,10,33,19,,
 U3191,45,26,,17,14,16,6,5,7,,,,27,46,8,15,,,,,,,55,,,,,,,,,,,24,10,,,23,,,,,,,,,,,,,11,20,16,18,,
 U3193,7,59,,16,14,19,10,3,18,10,,,26,,11,11,,,,,,22,52,21,,,,,,,,25,,21,48,,,15,38,47,,,,,,,,,,,24,31,29,10,171,
 U3204,32,23,,38,,,4,,,9,,,,53,,20,,180,,,,70,,33,,234,,57,143,55,,,50,,40,,54,,,228,,,,,,,,,,,20,,,,,
 U3209,,176,,60,27,65,9,6,17,10,,,83,44,11,77,36,,,,,74,74,38,,,,60,,,,14,64,14,20,,,45,38,121,,,,,,,,91,66,,18,67,135,49,29,
 U3223,7,12,46,13,12,17,7,4,5,,,,20,16,5,8,28,,,,,34,52,23,62,,,20,,151,,9,53,7,7,,43,17,20,22,,,,,,,,36,28,,11,13,36,14,26,103
 U3242,20,32,32,40,15,41,9,6,7,8,133,124,35,47,10,9,19,107,247,816,95,23,19,25,62,149,1029,24,52,25,117,7,15,39,27,166,40,17,22,61,521,544,446,172,607,237,97,35,53,90,10,20,22,14,12,51
 U3243,31,37,,23,89,20,15,5,47,12,,,26,50,51,,,,,,,36,34,,,,,,,,,,,26,15,,,23,19,64,,,,,,,,,,,25,32,22,117,55,
 U3263,72,73,,23,25,11,23,12,42,6,,,20,,49,,,,,,,42,14,,,,,,,,,,,15,13,,,15,58,68,,,,,,,,,,,57,13,34,8,34,
 U3267,41,99,,76,375,40,11,7,9,9,,,72,104,137,23,33,,,,,162,131,,,,,,,,,11,35,39,157,,,88,54,90,,,,,,,,,,,36,109,69,468,180,
 U3272,76,37,,33,40,16,22,10,16,17,,,81,,26,,,,,,,46,34,,,,,,,,,,,43,28,,,71,69,120,,,,,,,,,,,69,20,304,151,168,
 U3281,22,28,,20,75,18,6,12,32,9,,,24,23,10,16,71,,,,,20,24,24,,,,61,,,,11,34,12,13,,46,25,37,26,,,,,,,,89,34,,13,13,26,22,,
 U3283,25,28,,16,12,24,7,11,8,10,,,36,22,10,12,87,,,,,28,23,17,,,,23,,,,18,8,13,14,,111,12,53,27,,,,,,,,33,25,,7,17,23,15,83,
 U3284,4,18,,14,31,12,5,4,3,6,,,16,24,20,10,15,,,,,,,14,,,,,,,,7,11,7,7,,,29,,,,,,,,,,,,,14,14,10,47,,
 U3285,37,44,34,42,33,34,24,7,28,177,782,398,27,29,20,138,122,258,668,,128,55,117,239,93,190,1270,49,299,283,145,157,53,14,19,380,218,62,273,25,458,,,233,,,47,56,78,129,20,28,27,213,165,188
 U3288,14,32,,21,16,41,,8,,,,,26,,8,,,,,,,28,53,,,,,,,,,,,44,15,,,21,221,26,,,,,,,,,,,9,19,46,23,23,
 U3290,10,46,,17,17,19,,,,,,,67,25,9,,,,,,,32,42,,,,,,,,,,,22,21,,,49,35,23,,,,,,,,,,,46,25,21,25,49,
 U3291,30,34,,23,71,173,14,11,13,5,,,47,,26,8,,,,,,39,144,,,,,,,,,29,,25,56,,,70,40,61,,,,,,,,,,,103,46,39,89,271,
 U3294,46,20,,22,15,32,,18,,,,,32,,43,,,,,,,62,75,,,,,,,,,,,16,28,,,52,28,65,,,,,,,,,,,21,33,34,185,90,
 U3298,10,27,,40,19,17,8,6,,,,,58,,119,,,,,,,306,93,,,,,,,,,,,11,67,,,16,20,43,,,,,,,,,,,12,26,105,90,1153,
 U3301,53,29,,19,106,12,,,,,,,19,33,22,,,,,,,40,32,,,,,,,,,,,9,13,,,17,19,23,,,,,,,,,,,8,19,15,77,49,
 U3302,134,33,,28,14,34,,11,,,,,67,31,38,17,,,,,,29,202,,,,,,,,,,,15,18,,,51,123,35,,,,,,,,,,,78,22,29,15,60,
 U3303,66,30,,68,23,22,,,,,,,39,44,15,,,,,,,23,41,,,,,,,,,,,39,17,,,135,44,25,,,,,,,,,,,52,48,61,78,26,
 U3316,,28,,15,83,29,6,9,14,50,,,41,,9,29,36,,,,,,,32,,,,,,,,15,55,10,9,,,44,19,,,,,,,,,,,,118,91,23,177,,
 U3331,6,35,,71,40,155,7,2,5,6,,,34,41,8,10,44,,,,,40,28,81,,,,25,,,,9,46,11,16,,57,23,18,88,,,,,,,,31,88,,19,114,94,22,749,
 U3346,25,26,,16,19,15,8,4,5,6,,,23,16,7,11,17,,,,,118,49,17,44,,,25,62,34,49,7,12,8,11,27,58,28,20,22,,,,,,,35,39,30,30,28,15,18,13,14,
 U3356,19,25,42,23,,20,6,3,7,12,,,17,21,9,14,30,,,,,22,17,18,,139,,31,85,,25,23,16,11,16,,30,26,,32,,,,,,,,39,,,22,18,20,,,89
 U3357,37,26,,19,,16,9,9,4,12,,247,27,30,7,15,27,,,,,24,20,21,41,195,,14,,,,12,51,9,12,,,,,30,,,,475,,,,38,,55,23,15,17,,,74
 U3363,23,23,20,32,19,22,8,7,5,4,217,185,28,19,6,12,29,45,,,86,21,50,27,40,100,88,24,52,108,61,19,27,9,17,29,31,24,15,18,,,,,,,62,80,46,36,12,24,22,18,14,122
 U3367,12,19,65,14,16,14,7,4,5,9,402,300,18,16,12,11,36,68,393,331,422,30,30,21,48,102,249,75,76,79,27,20,45,8,14,39,57,102,24,47,482,817,1499,314,718,275,32,49,40,73,11,14,13,20,29,141
 U3385,9,21,,16,23,11,3,3,16,147,,,21,17,9,13,25,,,,,,,25,,,,,,,,6,34,6,18,,,33,,,,,,,,,,,,,38,11,11,15,,
 U3431,35,21,49,35,63,14,6,13,18,6,193,194,28,37,16,17,31,291,295,1723,236,23,42,38,177,136,439,30,95,47,186,23,35,26,18,244,44,56,94,28,1285,3159,2659,149,1457,318,40,28,18,72,41,33,16,58,61,121
 U3514,43,23,109,16,59,16,43,7,25,55,,,20,25,13,129,75,,,,,56,43,49,,,,113,115,,27,89,129,11,14,71,117,40,139,83,,,,,,,99,67,56,73,38,22,22,27,,89
 U3533,19,30,32,39,16,19,8,8,7,6,33,312,25,32,132,17,40,49,,,36,29,37,24,42,96,63,36,49,41,22,12,16,11,17,20,41,11,11,18,,,,219,,,35,41,37,51,45,24,17,14,14,56
 U3545,29,25,41,37,21,17,5,5,4,4,388,162,35,17,10,18,29,49,260,232,55,27,62,24,51,86,241,22,271,95,66,13,40,10,18,44,132,24,31,35,714,1268,566,345,1719,194,31,76,40,55,18,27,28,166,18,94
 U3558,15,45,79,48,152,40,8,4,33,24,,,32,45,23,51,55,,,,,183,,49,,,,47,,,,12,48,172,9,,,115,146,,,,,,,,,,,,74,81,,195,124,
 U3559,23,102,149,35,132,67,11,6,14,11,,1193,66,,49,26,,,,,,,,130,,,,,,,,11,18,44,15,,,103,58,45,,,,,,,,,,,25,216,58,292,132,
 U3560,84,90,114,53,169,37,29,4,35,19,,1161,33,,61,9,,,,,,,,19,,,,,,,,42,8,14,15,,,20,57,,,,,,,,,,,,35,26,36,155,201,
 U3561,32,,109,32,145,36,55,3,37,31,,,185,,47,30,48,,,,,,,256,,,,,,,,7,6,69,39,,,114,17,,,,,,,,,,,,23,81,,155,108,
 U3564,25,,,32,68,34,10,14,69,20,,,50,,25,19,,,,,,,,22,,,,,,,,37,16,38,13,,,40,43,28,,,,,,,,,,,36,44,26,59,106,
 U3566,16,,108,33,131,27,14,8,33,21,,1457,100,,128,237,,,,,,,,,,,,,,,,88,21,19,16,,,102,139,98,,,,,,,,,,,47,38,61,163,223,
 U3569,14,,77,,125,42,19,9,11,12,,1065,211,,103,12,166,,,,,,,315,,,,,,,,15,20,19,56,,,46,11,,,,,,,,,,,,38,160,,138,135,
 U3570,,,229,59,28,,27,10,27,37,,1336,,,30,45,,,,,,,,,,,,,,,,51,,41,18,,,,21,,,,,,,,,9,,,10,256,206,85,19,
 U3576,33,23,,62,29,31,11,8,7,12,,,29,89,8,8,23,,,,,24,28,28,,,,35,,,,53,48,9,13,33,47,,,22,,,,,,,45,38,28,80,10,23,16,37,,
 U3583,56,30,35,20,317,22,9,5,8,5,,,48,23,8,19,163,124,,,,64,33,23,103,,,33,53,79,28,12,26,12,16,53,34,40,51,28,,,,,,,68,180,74,120,55,148,19,161,153,283
 U3612,12,21,19,17,11,34,6,3,8,8,93,288,14,24,8,9,42,114,544,610,412,27,20,10,32,79,151,26,32,63,39,6,12,7,10,27,21,10,96,42,919,800,1079,156,491,353,54,36,20,41,7,20,17,19,22,61
 U3638,18,34,,17,12,17,7,3,5,4,,,25,26,13,16,28,,,,,23,40,26,,,,28,,,,9,35,10,13,,49,63,20,27,,,,,,,35,41,35,65,19,20,23,27,52,
 U3647,14,23,,22,73,45,17,14,16,30,,,30,78,7,46,,,,,,155,33,,,,,,,,,23,,8,10,,,21,111,78,,,,,,,,,,,48,26,28,248,56,
 U3654,45,44,,121,203,40,8,7,6,20,,,48,73,11,24,75,145,,,,35,114,33,165,,,118,,413,,74,51,24,25,,,98,74,124,,,,,,,75,228,67,173,66,24,97,15,233,
 U3655,38,29,,34,21,32,11,14,6,17,,,33,,17,16,27,82,,,,93,40,41,166,,,48,,128,,52,55,41,33,,,63,54,42,,,,,,,56,32,135,92,11,25,115,18,30,
 U3656,49,28,,18,18,19,8,8,3,5,,,55,,17,8,38,172,,,,23,24,27,53,,,26,,46,,11,39,29,23,,,17,47,163,,,,,,,127,55,78,102,15,42,119,15,36,
 U3657,44,40,,25,84,34,5,5,4,3,,,38,,41,9,22,178,,,,28,28,27,51,,,20,,65,,17,37,14,36,,,38,228,48,,,,,,,24,43,58,31,12,23,121,18,46,
 U3658,21,304,,252,470,35,15,6,34,13,,,98,,165,11,,,,,,369,174,61,,,,,,,,12,36,40,52,,,36,492,152,,,,,,,,,,,15,113,100,25,22,
 U3659,9,30,,31,14,34,20,9,8,8,,,64,,13,25,21,64,,,,27,22,44,62,,,43,,73,,25,34,20,21,,,88,28,29,,,,,,,60,46,36,82,16,31,31,10,60,
 U3660,34,37,146,35,19,25,15,23,8,14,253,169,38,27,18,69,34,161,466,,1036,23,23,44,49,499,503,43,61,135,60,14,21,18,14,34,45,33,13,42,212,,,168,,,25,30,230,38,16,25,16,17,15,75
 U3661,21,25,71,17,214,43,8,5,6,63,,163,48,36,9,11,28,76,216,,336,52,39,63,40,318,306,40,236,57,,32,20,67,16,43,52,27,158,142,,,,362,,,127,34,24,96,31,17,98,34,56,111
 U3662,30,26,,17,19,30,6,5,4,7,,,22,,9,10,18,58,,,,25,48,17,42,,,47,,138,,12,45,14,16,,,69,42,56,,,,,,,23,41,30,36,17,22,36,17,70,
 U3663,29,27,,28,189,52,38,5,8,41,,,76,157,21,55,52,,,,,44,400,136,,,,96,,185,,11,65,36,19,66,83,66,52,52,,,,,,,78,39,39,59,157,39,33,21,56,
 U3677,18,28,58,24,31,17,10,8,17,15,,346,112,25,10,14,,,,,,17,54,39,,,,,,,,50,,70,22,,,,,49,,,,,,,,,,,9,61,20,21,,
 U3807,32,25,53,22,17,17,5,5,3,10,89,141,39,30,7,17,21,41,450,639,138,24,52,19,229,118,160,27,49,93,158,10,29,15,14,123,174,82,22,23,532,569,254,245,1333,636,83,25,57,42,10,13,18,22,33,47
 U3833,,25,,31,,39,18,27,6,18,,,23,110,8,20,26,80,,,,,82,30,48,,,24,,212,,11,104,32,12,78,27,,,85,,,,,,,87,30,40,36,22,84,32,,,41
