 U784,17,12,32,10,10,9,6,4,3,8,63,132,9,10,15,9,21,51,114,413,66,16,16,15,28,42,40,12,34,24,101,7,12,8,9,20,52,16,8,22,103,293,216,156,388,212,33,19,11,31,3,6,8,37,13,33
 U789,20,63,,34,89,18,11,5,6,11,,,32,40,20,13,24,,,,,40,,27,,,,25,,,,20,22,12,10,,,178,,22,,,,,,,,,,,6,10,28,,,
 U832,9,26,38,34,24,95,9,6,4,9,271,,21,48,8,12,40,123,,,615,35,26,18,64,157,187,49,161,68,45,11,32,8,42,55,34,17,27,35,,,,,,,93,33,47,56,5,21,15,18,32,97
 U865,35,35,32,13,10,19,5,6,4,4,125,109,23,17,6,7,21,45,304,,242,21,30,11,53,249,161,24,40,54,18,9,25,13,12,29,33,9,20,24,,357,,192,349,315,42,40,23,24,5,9,15,14,37,53
 U866,31,22,41,20,15,36,13,5,6,3,,,21,22,23,19,,,,,,85,91,,,,,,33,,,32,,11,9,,,15,57,34,,,,,,,,,,,14,11,15,,,
 U868,8,20,27,13,19,18,11,4,12,4,298,95,16,18,9,11,23,45,405,178,85,22,19,15,36,52,106,20,55,46,24,14,17,14,8,26,38,19,17,19,187,298,582,109,,346,22,29,28,42,14,17,16,17,46,49
 U932,,19,,13,15,17,3,4,3,3,,,12,16,6,13,21,,,,,16,51,12,,,,18,,,,9,27,10,7,,,59,15,20,,,,,,,,43,,,13,12,23,12,69,
 U937,22,17,56,23,21,24,9,4,3,8,103,446,50,25,34,9,19,132,397,,130,22,14,22,48,182,134,36,113,30,55,15,11,9,14,58,27,16,43,28,,,,,,,83,,,,,,,,,
 U952,45,21,,23,22,32,8,7,5,5,,,27,40,24,12,26,,,,,30,74,21,,,,26,,,,42,26,14,52,,,19,86,61,,,,,,,,,,,6,27,30,35,,
 U969,29,34,127,31,15,104,86,9,12,14,338,548,90,40,13,28,80,162,1202,439,167,29,53,16,104,107,243,35,76,65,115,,,,,,,,,,,,,,,,,,,,,,,,,
 U977,46,27,53,44,15,24,11,6,109,30,,,23,22,9,27,26,180,,,235,67,27,30,119,130,,38,42,,113,45,30,16,10,35,44,64,26,56,,,,243,,,33,30,62,,27,14,22,14,18,137
 U988,56,31,27,13,78,19,9,6,9,15,324,142,89,29,6,13,26,40,369,455,92,14,12,18,44,158,225,21,21,42,43,22,18,7,14,22,18,9,14,28,199,,368,96,,69,43,,,,16,11,20,13,67,
 U1051,35,30,43,28,19,28,7,3,11,14,99,407,18,29,7,10,21,34,226,,69,37,99,22,58,85,137,25,64,30,196,14,31,19,14,26,64,24,23,30,,,,180,,,50,,,,,,,,,
 U1095,32,32,73,32,19,28,10,4,9,11,313,487,46,38,11,12,32,112,281,,146,29,22,38,176,202,138,33,109,154,213,12,38,22,12,78,124,15,148,71,271,,,126,,1003,65,,,,,,,,,
 U1135,,22,75,26,11,36,7,3,3,4,,,28,29,10,13,59,200,,,,19,25,30,117,103,,21,95,50,34,40,30,23,15,51,43,33,87,40,,,,,,,31,59,56,53,6,14,,18,59,148
 U1349,258,35,,159,,26,42,13,41,34,,,75,39,9,80,,,,,,71,,,,,,,,,,17,,58,25,,,27,163,46,,,,,,,,,,,90,16,48,,,
 U1364,,19,52,27,,29,9,5,8,10,,,36,23,6,11,,35,,,,29,,16,49,69,,15,105,40,45,15,,11,15,69,46,,,31,,,,,,,,27,31,37,6,9,18,,,52
 U1371,308,29,64,24,68,44,14,5,14,28,392,490,466,88,28,83,34,218,,,533,31,163,28,51,659,165,44,61,134,276,11,29,27,32,42,77,175,64,113,,,,,,,131,65,46,,22,48,533,293,56,
 U1374,9,29,23,31,78,38,15,4,7,10,58,58,19,21,35,21,25,54,603,912,270,28,15,19,111,366,93,32,47,79,90,51,27,7,14,53,40,32,17,35,164,702,774,234,304,1714,100,39,46,80,5,10,13,217,87,111
 U1375,18,61,71,31,36,16,6,3,9,5,182,131,39,16,5,13,25,71,273,995,276,25,65,16,58,123,472,31,43,44,107,16,20,17,11,115,57,24,28,63,891,,,,,,,,,,,,,,,
 U1379,37,24,33,15,10,14,5,5,9,11,220,422,18,20,9,10,32,277,986,203,49,26,22,22,122,85,232,26,48,49,192,20,34,18,12,48,53,15,49,27,359,605,546,371,218,290,51,45,39,44,9,16,22,12,61,59
 U1390,29,28,33,91,134,107,23,15,20,7,74,169,71,27,17,54,48,146,140,116,192,66,17,21,102,318,489,77,96,78,20,10,,35,,58,46,,,,,,,,,105,,32,,,,12,13,,,59
 U1393,37,30,89,21,19,21,20,6,7,23,521,211,27,21,7,14,119,91,393,617,477,30,27,103,469,110,209,37,59,64,382,19,33,34,14,83,58,73,38,57,448,,,,,,,,,,,,,,,
 U1397,23,35,63,54,18,43,10,19,21,23,,,93,29,44,22,41,,,,128,76,63,,,,,,,,,25,,,,,,,,,,,,,,,,,,,74,,,,,
 U1419,15,19,120,45,27,17,7,4,23,13,,612,29,52,41,74,96,154,,,102,48,38,62,3180,205,141,124,131,60,975,22,31,12,16,60,136,31,37,33,,,,,,,,70,61,,16,15,18,42,,59
 U1421,66,32,80,46,254,50,22,22,9,8,,,49,61,45,47,40,,,,,102,345,82,109,,,204,147,223,,67,126,23,29,86,132,197,491,49,,,,,,,,,,,,,,,,
 U1424,25,29,298,185,16,18,10,4,20,6,250,223,36,21,5,13,55,194,196,2054,193,24,35,49,147,574,253,52,147,100,217,10,48,13,9,71,43,68,254,43,385,,,,,,,,,,,,,,,
 U1443,10,24,30,32,13,16,12,4,14,6,,,24,18,11,14,32,67,,,,19,20,17,63,,,20,34,29,36,25,15,11,11,32,24,10,12,22,,,,,,,176,37,41,42,9,17,10,14,42,49
 U1462,15,19,47,16,18,24,8,3,4,4,114,70,17,20,10,11,14,58,178,287,231,41,35,14,30,69,106,14,56,21,25,6,8,10,8,15,25,18,21,20,165,282,278,328,678,419,36,,,,,,,,,
 U1483,25,33,,23,25,31,9,3,4,5,,,42,30,8,14,33,,,,,30,,23,,,,26,,,,19,28,23,16,63,,43,30,42,,,,,,,,,,,,,,,,
 U1487,43,25,150,19,200,37,3,6,23,6,360,172,26,54,21,92,22,67,238,707,268,31,58,40,66,158,283,14,76,55,59,24,50,18,10,70,134,27,55,24,280,459,359,217,1099,292,105,,,,,,,,,
 U1495,9,36,134,26,14,25,7,4,7,6,,247,25,44,10,46,52,114,,,160,52,65,74,67,100,170,70,91,115,332,36,42,9,11,59,94,50,28,29,,,,,,,126,81,159,86,10,17,18,28,103,107
 U1510,27,,193,,,40,15,5,89,67,280,1796,,43,60,13,,,,,159,34,44,,,,1412,,153,,76,23,,9,27,,,,,28,,,,224,,,,,,,19,42,23,,,472
 U1549,29,49,66,53,139,43,13,7,7,36,,,25,121,47,11,35,57,,,80,23,18,21,108,,104,31,77,71,106,20,77,12,22,152,58,26,12,68,,,,,,,165,37,47,52,16,15,40,23,18,108
 U1681,,75,,33,16,54,27,14,57,38,,,41,38,7,73,46,82,,,,82,106,64,91,,,63,,121,,15,240,104,21,559,46,88,67,36,,,,,,,262,272,47,,18,24,108,20,70,182
 U1696,8,24,95,41,13,21,5,7,4,11,186,170,18,27,8,35,51,53,429,380,286,20,52,16,56,61,215,26,66,76,32,11,28,7,14,23,37,15,20,48,323,687,698,400,630,1222,32,,,,,,,,,
 U1722,21,23,196,21,16,26,5,4,4,5,126,1460,27,29,19,11,21,39,369,,53,16,16,22,55,82,74,29,83,66,163,12,28,22,11,122,36,13,66,23,362,,504,859,327,247,12,,,,,,,,,
 U1734,14,45,98,61,174,517,16,7,29,74,240,302,37,39,10,32,48,127,,,90,46,43,72,106,91,577,63,126,122,79,46,130,11,13,119,50,84,82,27,,,,953,,,47,82,38,129,35,46,41,158,67,380
 U1737,29,20,30,17,15,38,3,5,4,11,,,17,25,7,8,29,49,,,74,19,19,28,115,187,242,42,75,61,52,8,31,11,54,101,42,10,14,29,,,,,,,34,,,,,,,,,
 U1738,22,50,28,26,22,21,21,6,10,8,128,128,23,47,15,13,14,39,126,,176,16,13,16,38,508,86,44,32,43,41,18,21,9,17,175,31,14,12,49,681,1088,347,97,302,647,22,30,18,39,11,11,19,14,14,98
 U1753,31,19,23,10,5,12,4,8,5,3,54,152,13,22,6,19,19,44,120,146,134,31,10,14,29,83,210,16,22,32,62,11,17,6,13,14,25,12,18,13,334,400,187,156,119,54,13,25,32,32,12,9,11,11,49,154
 U1762,25,31,57,61,28,28,11,10,41,7,622,244,32,25,25,11,28,62,357,4883,125,26,34,48,146,99,332,87,60,73,205,12,29,15,22,98,64,20,30,31,314,2411,538,342,549,193,48,29,40,55,15,10,20,53,30,24
 U1768,36,36,147,18,,44,30,10,9,8,,,36,30,15,10,,74,,,,61,,28,125,,,26,187,95,31,11,50,22,13,42,47,19,58,38,,,,,,,54,,,,7,12,17,23,,
 U1783,,48,,36,353,64,22,3,3,246,,,34,,183,6,118,92,,,,112,30,230,95,,,55,,337,,12,28,127,53,,,31,41,29,,,,,,,196,,,,9,21,28,,,
 U1786,,62,,312,52,194,12,9,15,20,,,,,338,21,43,,,,,86,,62,,,,52,,232,,22,49,31,25,,,,,,,,,,,,267,76,62,134,719,19,31,,864,
 U1787,,72,,24,280,45,21,12,8,198,,,26,,71,15,41,,,,,22,23,194,,,,29,,,,6,174,36,22,,,27,27,22,,,,,,,,,,,,,,,,
 U1788,,39,,35,52,89,10,50,20,10,,,,,51,16,47,,,,,40,,37,,,,102,,,,134,81,37,22,,,223,,46,,,,,,,112,,,,,,,,,
 U1789,,33,40,18,32,68,22,20,21,128,,,25,75,25,14,24,94,,,,30,82,153,449,,,41,49,160,,23,77,71,27,54,82,30,29,45,,,,,,,150,44,89,51,11,11,18,230,139,
 U1790,,42,,208,20,191,95,5,7,12,,,53,,73,30,89,57,,,,360,37,86,71,,,55,,,,41,40,66,38,,,26,104,30,,,,,,,99,39,42,214,11,19,18,14,54,
 U1791,,30,,17,12,35,21,5,4,8,,,40,,37,18,93,438,,,,47,57,85,94,,,115,,246,,67,98,8,12,,,25,42,45,,,,,,,14,,,,,,,,,
 U1809,,40,,40,57,45,8,7,71,50,,,30,55,9,15,49,,,,,61,131,40,,,,26,,,,26,43,16,39,,113,128,32,35,,,,,,,,,,,,,,,,
 U1810,,22,,125,31,19,5,13,11,84,,,31,,6,10,44,101,,,,15,22,30,117,,,138,,82,,10,47,8,17,,,71,57,18,,,,,,,45,,,,,,,,,
 U1811,,28,,116,24,78,6,46,8,19,,,46,,6,14,28,,,,,45,42,20,,,,28,,522,,8,29,11,26,,,20,28,,,,,,,,40,,,,,,,,,
 U1812,,39,,118,157,124,52,6,50,27,,,53,50,13,19,37,50,,,,213,59,,,,,78,209,32,,15,99,25,20,,,56,76,42,,,,,,,,,,,8,56,23,210,106,
 U1813,,25,,142,397,26,6,28,15,19,,,,,5,14,20,53,,,,,,22,64,,,80,,28,,9,13,10,123,,,20,,,,,,,,,144,,,,,,,,,
 U1814,,43,,27,181,35,6,4,16,12,,,52,,6,32,25,46,,,,75,44,32,52,,,29,,141,,25,45,20,241,,,9,85,,,,,,,,75,,,,,,,,,
 U1848,,20,20,25,10,12,14,8,5,7,147,85,18,15,8,16,19,50,100,,83,17,20,15,45,77,98,22,19,55,53,10,17,11,8,30,32,13,16,16,152,266,348,142,271,363,26,24,25,49,15,9,15,18,18,39
 U1849,46,27,,25,11,30,13,17,8,33,,,92,21,36,20,28,,,,,24,18,26,,,,84,,46,,16,51,16,13,36,105,36,132,27,,,,,,,104,32,,,9,19,17,33,205,
 U1857,53,34,120,24,,31,25,12,75,27,,,,92,11,30,,100,,,,,,,247,,,,122,57,,36,102,49,47,,,,,33,,,,,,,36,,,,,,,,,
 U1905,12,39,47,16,69,18,5,2,4,9,,,18,54,6,10,32,,,,,26,42,22,,126,,34,,,,14,46,34,21,241,42,43,16,55,,,,,,,,,,,,,,,,
 U1920,29,67,,19,140,24,11,6,3,5,,,57,33,8,12,20,,,,,43,54,22,,,,16,,,,21,22,29,43,,41,9,164,52,,,,,,,,,,,,,,,,
 U1921,13,37,46,15,17,20,13,4,4,5,,,23,34,27,12,28,41,,,221,32,32,31,82,261,,23,45,,60,21,62,21,16,32,38,21,68,30,,,,,,,28,,,,,,,,,
 U1922,17,20,,20,66,16,15,4,9,4,,,25,34,6,13,24,,,,,25,21,15,,,,21,,,,8,16,39,9,,,48,24,32,,,,,,,,,,,,,,,,
 U1923,11,17,28,11,23,9,6,3,3,6,76,114,12,14,5,10,16,117,171,285,66,31,15,9,32,65,117,10,31,27,67,6,17,14,11,49,19,13,48,22,256,601,432,86,782,254,39,,,,,,,,,
 U1924,24,24,,24,28,36,9,6,5,15,,,49,,16,61,19,,,,,101,100,26,,,,25,,,,15,20,12,10,,,44,43,19,,,,,,,,33,,,15,22,48,24,54,
 U1932,28,25,,45,,30,5,5,3,4,,,32,,8,17,,,,,,,,20,,,,,,,,10,27,9,11,,,6,25,,,,,,,,,,,,24,55,20,,,
 U1937,28,20,,14,,27,5,3,8,4,,,25,22,7,31,23,,,,,53,,18,,,,49,,,,10,30,33,15,,,,,38,,,,,,,,,,,51,13,16,,,
 U1939,23,29,44,21,20,16,10,10,8,8,,,29,20,12,18,24,,,,,33,21,19,,,,32,61,,,12,30,22,51,,62,19,17,34,,,,,,,,57,35,,7,39,44,22,14,
 U1951,41,24,,26,,29,14,10,12,18,,,25,30,10,13,32,,,,,40,,34,,,,33,,,,15,,14,19,,,,,35,,,,,,,,,,,62,34,44,,,
 U1953,17,30,,32,16,34,21,4,8,62,,,35,30,8,32,,,,,,61,,,,,,,,,,30,,16,9,,,,,30,,,,,,,,,,,19,13,25,15,,
 U1960,12,25,38,17,20,37,8,3,4,7,91,131,29,24,8,29,22,101,686,325,432,43,18,39,50,127,143,80,45,52,38,7,19,45,18,53,32,23,104,24,375,1279,699,730,883,210,71,19,39,144,7,11,18,12,53,38
 U1978,33,32,,46,25,32,37,3,20,29,,,81,69,27,17,31,,,,,27,42,57,,,,76,,,,17,181,11,18,,,69,78,31,,,,,,,,,,,6,36,97,46,,
 U1994,35,25,111,19,11,13,6,5,3,5,185,165,19,34,10,10,18,120,356,326,48,18,15,16,48,69,119,18,38,126,39,8,30,12,6,40,23,10,13,19,217,364,515,152,218,464,22,28,46,64,8,13,12,12,9,87
 U2011,17,30,,19,23,31,4,10,42,6,,,30,31,22,16,23,,,,,22,33,26,,,,20,,,,12,19,9,11,,,14,17,56,,598,,,,,,,,,,,,,,
 U2021,16,21,37,13,16,11,4,4,5,9,,,20,34,4,11,21,47,,,,17,38,14,65,,,39,52,29,90,7,11,19,6,37,50,32,41,20,,,,,,,54,21,21,35,7,11,11,71,24,49
 U2030,25,81,91,18,14,25,8,5,3,4,86,168,18,20,8,14,27,49,266,642,43,74,14,14,34,177,246,30,63,35,18,6,56,12,12,66,38,9,17,23,780,,684,202,,73,75,25,38,61,14,9,17,10,9,129
 U2039,25,39,35,17,13,21,9,5,9,7,103,123,18,34,7,14,18,51,162,407,42,33,23,51,52,186,123,31,56,59,26,24,20,62,11,44,66,47,39,18,524,1136,704,383,709,564,363,,,,,,,,,
 U2060,9,40,,17,,21,7,2,6,45,,,25,46,9,12,35,,,,,33,,26,,,,41,,,,11,48,11,14,36,,,,28,,,,,,,,,,,5,16,24,,,
 U2064,41,48,44,22,13,20,9,4,6,51,600,,41,34,683,13,59,108,,,276,32,54,34,225,98,329,45,136,153,85,30,60,32,49,57,54,16,24,67,,,,,,,103,59,50,233,40,30,38,45,26,222
