 U235,,18,,,13,30,,53,20,4,,,19,22,27,23,,,,,27,5,28,7,12,20,8,25,29,12,14,10,4,6,5,10,35,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U237,,39,,,78,55,,,37,5,,,58,27,24,50,,86,,,,9,83,9,14,,25,43,,9,23,20,8,9,26,10,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U325,,98,,,,,,,,44,,,,65,35,,,12,,,,78,,46,25,,215,,,10,130,27,16,19,14,49,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U333,,,,,,,,,,4,,,,,,,,,,,,7,,18,39,,24,,,15,16,13,5,6,10,15,13,,,,,,,,,,,,,,25,15,,,,,,24,,,,,,,,,,,,
 U344,,,,,,,,,,9,,,,,,,,,,,,112,,14,30,,20,,,15,,20,232,9,13,33,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U382,,,,,181,,,,,5,,,22,269,111,798,,23,,,120,83,124,35,70,86,333,,,41,47,34,498,17,11,12,22,,,,,,,,50,,363,,,,45,86,59,18,,,,,50,281,,,,26,25,,,,,
 U388,,20,,,36,53,,,80,5,,,31,25,26,29,,115,,,,5,45,14,13,40,16,341,,10,22,20,7,16,14,35,6,,,,,,,,41,,32,,,,12,20,36,52,28,,,43,75,42,,,58,,,,32,,,
 U416,,110,,,92,55,,665,21,11,,,54,29,35,52,,268,,,76,24,115,24,36,105,38,87,,22,26,29,72,32,25,53,152,,,214,68,,,,161,,30,,,,76,83,52,259,44,,,40,62,37,,,,44,,,173,,,
 U432,,90,,,,,,,,6,,,,25,11,30,,19,,,,12,,9,15,,8,,,5,9,7,12,20,6,54,27,,,,,,,,,,20,,,,15,20,20,,,,,18,25,,,,,,,,,,,
 U473,,,,,,63,,14,,6,,,,,,,,,,,,42,31,,,,,,,,,,,15,,49,,,,,,,,,,,,,,,,,2,,6,,,43,,,,,,,,,,,,
 U490,142,13,335,58,214,42,56,65,9,4,85,46,61,141,30,40,193,5,117,85,10,6,13,11,9,27,6,16,12,9,25,10,5,4,8,20,14,37,37,243,72,,,,10,,13,,,,17,11,21,28,31,26,16,16,17,14,,,204,21,14,,59,59,,
 U492,,23,,,,,,,,9,,,,,19,,,15,,,,7,,8,9,,11,,,,14,9,,12,8,22,22,,,,,,,,,,11,,,,13,7,22,,,,,,10,,,,,,,,,,,
 U493,,18,,,55,,,,,14,,,,195,786,101,,23,,,,117,,10,49,,62,,,11,153,360,7,16,19,258,116,,,,,,,,,,54,,,,266,14,66,,,,,26,103,,,,,,,,,,,
 U494,85,16,185,103,36,50,144,18,27,6,623,54,24,17,16,22,494,16,170,28,49,20,57,13,21,41,9,38,40,9,19,10,6,11,6,34,28,81,41,12,94,54,,140,26,319,42,243,596,64,36,15,73,39,86,143,139,28,21,33,104,398,102,15,15,80,24,156,170,75
 U509,117,13,130,157,23,29,137,18,15,6,49,121,16,16,13,19,186,16,87,70,40,5,18,10,13,42,5,26,105,10,12,7,4,6,5,30,10,65,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U515,,355,,,,,,,,5,,,,,,,,195,,,,22,,,,,18,,,12,17,,16,43,61,40,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U525,,12,,,,,,,32,6,,,,36,15,32,,14,,,,5,,21,17,,10,,,41,19,13,9,9,12,17,14,,,,,,,,,,33,,,,14,25,37,,,,,28,13,,,,,,,,,,,
 U552,46,11,85,129,12,42,132,22,24,8,46,88,17,20,12,14,88,40,407,58,63,6,21,9,5,23,7,26,136,7,10,7,4,6,7,13,37,43,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U620,,19,,,65,,,,170,231,,,352,55,122,678,,122,,,,12,293,11,48,,21,,,8,33,14,88,27,8,33,41,,,,,,,,86,,59,688,,,121,30,43,264,,,,51,68,,,,,135,307,,129,,,
 U621,,18,,,55,,,,238,18,,,,163,24,38,,23,,,,44,44,14,45,144,67,44,271,29,13,494,19,51,15,29,83,,,,,,,,,,,,,,64,35,,,,,,,,,,,,,,,,,,
 U634,,16,,,36,,,,,3,,,53,15,23,23,,,,,,8,40,15,19,120,29,,44,6,11,14,6,18,10,10,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U652,135,13,162,161,9,25,40,65,13,4,58,380,20,25,20,14,715,121,156,175,24,8,25,11,10,19,6,17,317,4,7,7,15,5,7,12,14,32,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U653,,28,,,,,,,108,41,,,124,151,131,,,,,,,66,,309,48,,145,,,59,75,58,25,60,185,69,141,,,,,,,,,,56,,,,32,24,193,,,,,,,,,,,,,,,,,
 U659,,32,,,26,,,210,211,7,,,62,19,37,35,,31,,,,28,37,48,28,68,20,60,61,18,35,19,61,11,13,27,23,172,119,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U668,220,13,,367,25,124,197,65,24,6,,,34,40,30,90,212,78,392,131,68,84,56,28,37,129,31,37,67,7,24,28,12,35,10,18,,128,26,570,,,,,84,,45,,,,41,23,77,66,48,,,74,25,67,,,,25,38,,66,,,
 U676,114,17,903,576,27,62,193,23,33,4,1555,182,51,16,17,22,715,14,463,1143,29,14,41,8,10,48,8,32,75,6,12,21,4,5,6,37,44,97,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U680,,,,,,,,,,9,,,,41,35,,,122,,,,39,79,117,24,,118,,,54,18,,40,41,,,32,,,,,,,,24,,31,,,,18,,33,34,65,,,31,,,,,,38,,,,,,
 U681,,,,,,,,,,3,,,,,,,,,,,,10,,,13,,9,,,4,,,4,5,7,6,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U683,,128,,,,65,160,163,,17,,,29,30,30,21,,10,,,136,,51,,20,28,,227,41,47,12,27,12,16,11,49,22,327,1903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U689,,,,,,,,,,3174,,,,,,,,,,,,30,,81,41,,19,,,142,,,19,12,50,,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U691,,12,,,10,33,88,12,8,2,,,15,18,7,14,,9,,,52,7,15,6,9,28,5,12,,8,11,7,2,7,3,12,8,32,17,11,,,,,,,,,,,9,12,,,,,,,,,,,,,,,,,,
 U692,137,38,,,28,29,128,31,24,5,,,30,121,14,116,,14,,,53,16,71,17,16,33,11,41,,7,24,64,6,7,30,12,36,603,155,45,27,92,,49,123,,18,,,,20,15,42,19,28,179,26,27,64,37,,,105,62,59,,27,,,
 U695,,11,,,13,77,,27,19,5,,,17,29,14,20,,12,,,63,13,48,13,11,18,7,19,40,6,22,15,4,7,15,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U704,,125,,,21,844,,334,75,6,,,511,42,36,165,,30,,,38,36,52,60,24,47,13,70,824,6,22,293,7,18,272,27,434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U706,115,86,134,88,32,48,125,45,41,3,,363,23,22,26,17,306,54,137,,161,32,514,9,25,81,49,83,73,6,11,14,4,6,7,14,49,86,25,23,23,32,19,,8,,14,,,,17,18,24,15,,,,28,32,65,,,,29,26,,30,,,
 U708,,12,,,71,,,,22,4,,,,,21,22,229,,,,,,,,,49,23,13,,,,,,,,18,41,30,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U709,83,19,129,494,40,112,93,20,18,7,409,52,31,25,15,14,727,51,70,67,114,6,23,9,6,16,8,45,295,5,9,4,5,5,7,17,8,159,93,18,20,38,447,117,11,209,20,141,414,20,18,12,14,11,42,69,25,16,16,22,193,130,39,14,16,56,20,435,99,29
 U712,,23,,,,,,,16,3,,,,18,16,,,,,,,,26,8,,,19,22,,,,130,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U716,358,15,267,243,69,88,148,85,19,10,1381,445,44,41,19,29,82,29,29,127,38,8,38,47,10,184,16,41,250,5,13,13,5,6,10,17,34,116,48,47,27,29,599,152,43,271,18,296,,257,12,18,17,21,32,13,25,16,46,70,,,27,35,36,199,25,65,80,56
 U717,101,41,,,129,181,98,123,72,7,,,42,43,26,31,,46,,,104,82,40,37,15,22,15,41,,81,9,120,33,25,28,57,16,,,128,358,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U719,,55,,,29,,,,10,4,,,20,31,25,23,,51,,,,6,,14,11,,12,,,12,9,18,5,9,7,21,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U731,,24,,,33,58,70,89,26,5,,,25,34,14,22,,8,,,79,29,21,8,15,19,19,28,186,7,15,11,8,9,8,24,24,67,21,,,,,,,,26,,,,21,21,19,18,,,,20,125,39,,,,,,,44,,,
 U732,,,,,,,,,,9,,,,,21,,,,,,,12,,36,19,,42,,,10,26,69,14,11,18,51,68,,,,,,,,,,,,,,31,18,,,,,,,,,,,,,,,,,,
 U733,,7,,,41,,,,15,3,,,32,14,18,21,,29,,,,10,,6,9,14,45,26,,4,17,9,5,8,6,16,23,,,,,,,,9,,13,,,,18,8,19,,,33,,16,12,19,,,,,11,,29,,,
 U736,,14,,,,84,,62,44,4,,,25,,71,28,,77,,,23,9,49,21,22,33,32,26,77,8,27,91,21,21,6,24,34,86,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U738,,130,,,42,,,,52,16,,,27,43,20,41,,16,,,32,12,70,17,14,36,11,57,,20,38,12,7,46,20,34,17,,,,,,,,142,,16,,,,69,24,45,33,48,41,,52,52,32,,,,61,176,,21,,,
 U739,,,,,,,,,,11,,,,,,,,,,,,47,,7,17,,9,,,13,20,,46,24,15,20,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U749,,69,,,,,,,21,9,,,19,,9,57,,,,,,,,,14,,,122,,,,14,,,10,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U773,,57,,,,,,73,,4,,,24,15,26,25,,,,,,,23,,,19,29,,,,,,,,,33,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U775,,11,,,38,,,38,36,6,,,21,25,46,34,,10,,,,43,38,14,57,38,11,23,,7,26,34,7,7,6,37,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U784,102,121,115,75,31,35,57,31,17,5,113,,29,22,18,19,416,75,128,1466,29,8,16,8,10,15,14,19,,6,16,16,5,5,8,8,47,324,212,31,11,177,23,75,18,36,20,30,474,98,13,13,17,16,25,,63,18,11,56,342,464,76,40,6,128,17,58,279,49
 U786,,11,,,161,103,,68,58,6,,,30,23,49,63,,44,,,175,61,65,7,,80,16,110,412,4,,,10,15,9,,14,,766,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U789,,,,,,,,,,10,,,,,57,,,,,,,14,,20,24,,20,,,18,58,,23,22,58,,42,,,,,,,,,,,,,,19,16,,,,,,,,,,,,,,,,,,
 U793,210,22,122,85,13,28,118,14,16,12,38,89,23,18,14,9,14,11,16,287,18,4,33,6,5,22,6,8,,3,8,24,3,7,4,14,55,23,29,10,15,77,139,74,9,61,15,,289,52,5,4,11,24,35,17,22,12,15,12,58,22,19,11,10,26,17,12,,32
 U796,,74,,,,133,,,19,4,,,,23,10,87,100,50,,,,11,,,,,,,,4,19,11,,,,11,4,,,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U817,,19,,,,,,,,11,,,69,,61,,,91,,,,39,,15,29,,23,305,,17,86,180,13,83,41,31,42,,,,,,,,,,,,,,48,62,58,,,,,162,114,,,,,,,,,,,
 U819,,63,,,,,,,,266,,,,,15,579,,,,,,25,,230,121,,52,,,56,27,30,12,11,9,131,99,,,,,,,,,,,,,,112,355,163,124,,,,127,463,,,,,,,,,,,
 U821,,24,,,17,,,,,3,,,24,27,22,24,,34,,,,18,,17,20,,25,,,6,14,9,5,9,7,15,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U825,,11,,,21,,,,215,5,,,32,19,41,18,,19,,,,9,,32,11,30,9,,,5,16,16,4,4,8,19,15,,,,,,,,,,42,,,,25,10,21,39,,,,15,10,,,,,74,,,60,,,
 U827,92,9,,,32,19,,14,11,4,,25,15,18,15,13,,16,85,,111,6,14,9,9,14,5,10,31,6,13,14,5,6,7,14,36,26,22,21,12,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,
 U829,,,,,,,,,,858,,,,,33,,,,,,,52,,12,18,,233,,,9,29,25,7,349,15,,26,,,,,,,,,,,,,,371,,,,,,,,,,,,,,,,,,,
 U865,,10,,,18,150,,68,24,3,,,54,29,25,31,,,,,19,40,,10,12,32,7,97,,4,22,33,3,5,8,25,29,,,63,185,65,,,59,,214,,,,59,90,11,24,73,181,,35,16,114,,,,12,,260,,39,,165
 U868,112,14,131,169,43,26,82,15,16,8,166,77,38,17,26,14,236,27,87,206,105,10,39,10,14,25,9,61,70,14,30,9,12,9,9,5,12,186,98,5,30,61,673,18,9,480,36,69,188,236,12,15,17,11,28,29,44,17,15,30,44,196,184,55,8,77,41,62,124,101
 U869,,18,,,10,28,131,46,14,6,,26,13,23,9,17,,14,,,46,5,22,7,7,20,8,14,70,7,9,9,6,9,4,21,34,21,17,9,44,26,,15,21,,14,,,51,12,5,11,15,40,15,95,17,13,17,,,26,18,17,103,20,33,,40
 U870,,,,,,,,,44,7,,33,,,,,,,107,,,18,45,66,,,19,60,,9,50,12,8,12,19,,3371,,,,,,,,,,,,218,,15,,,,,,,57,,,,,,,,,,,,
 U871,,16,,143,17,20,108,19,12,5,110,,22,20,11,13,364,13,,76,69,7,23,8,15,26,8,19,144,6,11,9,10,28,7,22,20,34,,,,,,198,14,,19,,,,15,10,29,12,54,19,127,15,15,20,,,55,11,16,58,23,161,,
 U874,,18,,,,40,,34,,6,,,34,21,19,34,,336,,,,10,32,29,15,46,10,99,,7,9,40,7,5,4,21,41,68,16,,,,,,,,32,,,,15,20,41,18,,,,25,38,,,,231,198,,,29,,,
 U875,79,32,150,82,21,42,53,12,12,3,60,103,15,48,11,14,407,9,242,218,18,5,23,10,10,30,10,14,623,6,9,11,3,6,5,9,30,70,196,16,14,40,104,20,6,98,16,,91,167,7,5,27,13,45,39,861,13,20,29,70,285,67,12,8,47,17,37,561,71
 U880,,9,,,62,,,,19,5,,,,,,,,,,,,6,,,,,,,,,,,,,,18,24,,,142,,,,,,,,,,,,,,17,,,,,10,22,,,,,,,,,,
 U881,,41,,,,28,,16,8,8,,37,,32,13,22,,17,,,35,19,49,11,9,44,6,30,125,6,23,20,20,9,49,6,46,39,53,,,,,19,52,,10,,,,30,16,14,27,22,,,14,,,,,53,12,41,,21,,156,
 U885,,40,,,,38,,37,36,5,,,24,41,12,21,,,,,352,86,,16,17,44,38,46,,6,14,24,5,11,23,18,41,,,60,64,,,,103,,67,,,,263,51,50,21,,,,23,27,193,,,,79,29,253,34,84,,122
 U886,,26,,,,,,,,3,,,,15,35,20,,15,,,,27,,16,11,,10,,,13,19,11,9,7,5,15,19,,,,,,,,,,,,,,40,9,23,,,,,13,14,,,,,,,,,,,
 U887,,9,,,22,,,146,14,4,,,39,12,52,18,,13,,,,6,,17,13,205,9,69,,5,28,7,4,6,4,29,17,,,,,,,,28,,50,,,,17,6,49,12,61,,,34,13,66,,,,31,,,14,,65,
 U888,,65,116,,120,52,,104,23,5,,,29,22,12,25,,32,41,121,231,31,29,17,13,207,12,30,59,14,60,158,9,14,24,49,25,93,445,195,65,315,,495,85,,28,226,,,45,26,18,19,29,,104,21,238,9,,,120,35,279,,20,133,81,
 U889,,10,,,,,,,,5,,,,,,,,36,,,,5,,38,14,,18,,,4,16,19,4,6,10,43,14,,,,,,,,,,,,,,12,10,34,41,,,,46,,,,,,,,,,,,
