 U234,87,11,231,21,472,21,475,87,10,15,212,137,168,61,262,316,576,30,617,6,127,368,24,5,8,248,40,156,61,6,7,8,60,50,30,15,886,294,342,23,1341,17,47,8,63,10,26,117,173,85,447,2210,107,98,16,15,174,318,234,200,26
 U235,,13,,14,,24,,,10,30,,,,39,,,,13,,8,,,30,7,11,,7,,,16,6,8,,,30,21,,109,,22,,18,146,10,,9,47,,,,,,,,22,26,,,,,8
 U237,,17,,20,,98,,56,45,16,,,,151,,,,12,,11,,,39,,,,,,,7,,12,57,,28,22,,61,,26,,15,92,14,,12,29,83,108,,,,,,27,14,,,,,13
 U239,,13,,,,,,,,8,,,,,,,,13,,14,,,,9,6,,29,,,,7,17,,,,15,,,,,,16,,12,,17,,,,,,,,,,,,,,,16
 U244,,14,,23,,,,,28,29,,,,,,,,9,,13,,,25,33,7,,41,,,10,10,22,,,38,19,,53,,44,,15,,18,,16,,,,,,,,,19,14,,,,,13
 U245,278,11,,44,,39,,181,12,10,,,,,,,,21,,8,,,36,12,13,,13,,,19,10,10,,,91,17,,209,,41,,19,94,16,196,14,63,112,,67,,,175,,89,77,,,,,17
 U247,,20,,33,,,,,16,28,,,,,,,,16,,13,,,,10,7,,11,,,15,8,14,,,,14,,,,,,13,,12,,29,,,,,,,,,59,,,,,,16
 U248,,28,,29,,41,,,18,16,,,,356,,,,54,,11,,,25,7,9,,21,,,28,9,16,,,102,21,,103,,166,,27,,35,,30,183,,,,,,,,21,147,,,,,13
 U266,,28,,33,,,,,10,8,,,,,,,,10,,13,,,33,7,6,,7,,,6,8,10,,,19,10,,,,17,,10,,18,,14,,,,,,,,,16,19,,,,,7
 U267,,35,,20,,,,,16,15,,,,,,,,13,,12,,,33,24,13,,22,,,17,9,44,,,36,14,,30,,,,20,,35,,57,,,,,,,,,29,93,,,,,21
 U269,,20,,56,,,,,26,32,,,,,,,,42,,17,,,,18,9,,18,,,25,14,52,,,33,33,,,,,,15,,18,,24,,,,,,,,,32,26,,,,,25
 U276,,,,,,,,71,,,,,,63,,,,,,,,,,8,9,,,,,,6,,,,22,,,16,,,,,100,,,,43,,,,,,,,14,37,,,,,25
 U290,108,,70,,473,29,,39,20,,,84,,135,138,,86,,,19,75,,46,8,8,151,8,355,168,,6,,69,,39,,,12,,,,,82,,182,,65,152,,,124,,92,,23,22,241,160,110,210,6
 U323,,,,20,,36,,,,235,,,,,,,,,,20,,,,17,33,,63,,,9,8,12,252,,38,22,,,,43,,20,,13,,,34,,,,,,,,37,100,,,,333,9
 U334,,13,,18,,,,,14,23,,,,,,,,14,,11,,,,12,5,,6,,,17,5,18,,,25,13,,246,,31,,11,,14,,16,,,,,,,,,11,17,,,,,5
 U344,,43,,30,,83,,296,39,36,,,,128,,,,20,,29,,,39,11,12,,30,,,11,14,25,89,,38,33,,26,,55,,17,115,34,,20,92,96,138,,,,,,30,32,,,,,10
 U349,,26,,26,,69,,55,15,29,,,,150,,,,35,,28,,,79,10,8,,10,,,11,9,20,,213,157,16,,32,,73,,25,117,21,,41,108,135,57,,,,,,23,25,,,,,32
 U358,,30,,22,,104,,,,31,,,,,,,,32,,27,,,163,11,20,,16,,,93,16,25,,,,14,,19,,83,,32,,29,,15,100,,,,,,,,26,15,,,,,10
 U370,,,,,,,,,,,,,,,,,,52,,22,,,,7,9,,8,,,,14,13,,,,,,,,,,19,,42,,20,,,,,,,,,,,,,,,19
 U372,,24,,,,,,,13,26,,,,,,,,43,,12,,,,13,9,,10,,,8,13,15,,,,39,,,,,,16,,26,,127,,,,,,,,,,,,,,,6
 U374,,20,,22,,32,,,11,40,,,,133,,,,16,,12,,,84,7,11,,14,,,27,12,12,,,76,13,,15,,44,,16,,32,,22,64,219,,,,,,,14,29,,,,,23
 U378,,,,,,,,,,,,,,,,,,14,,37,,,,13,15,,18,,,,7,11,,,,,,,,,,13,,26,,30,,,,,,,,,,,,,,,10
 U382,,16,,35,,,,,38,14,,,,,,,,43,,26,,,137,9,9,,9,,,11,23,10,,,80,26,,,,,,15,,53,,18,,,,,,,,,23,21,,,,,12
 U388,,15,,19,,,,,17,14,,,,,,,,13,,13,,,,9,9,,10,,,10,5,14,,,53,15,,,,28,,11,,13,,11,,,,,,,,,20,14,,,,,6
 U410,,26,,,,,,,17,12,,,,,,,,19,,9,,,,8,18,,24,,,21,12,18,,,,15,,,,,,17,,14,,23,,,,,,262,,,13,,,,,,
 U414,,,,,,,,,,,,,,,,,,20,,33,,,,21,25,,17,,,,17,35,,,,21,,,,,,35,,17,,22,,,,,,,,,,,,,,,114
 U427,,14,,,,,,,,12,,,,,,,,11,,13,,,,8,11,,19,,,,9,17,,,,,,,,,,19,,13,,19,,,,,,,,,,,,,,,12
 U437,,,,,,,,,,,,,,,,,,,,8,,,,8,8,,19,,,9,6,9,,,,19,,,,,,10,,12,,11,,,,,,,,,,,,,,,39
 U469,,,,,,,,,,,,,,,,,,12,,16,,,,7,8,,10,,,,6,12,,,,,,,,,,15,,19,,23,,,,,,,,,,,,,,,7
 U480,131,23,,18,295,103,139,596,27,46,,,,27,,,482,23,,15,68,,143,11,13,,10,,198,70,9,21,269,386,24,13,,18,,70,,19,84,21,421,14,117,302,505,1082,,,,664,18,19,,,,196,16
 U481,,18,,25,,54,,,18,12,,,,113,,,,,,14,,,97,9,14,,10,,,,8,15,,,72,,,24,,42,,18,252,,,,70,,,,,,,,24,37,,,,,10
 U487,,,,,,,,,9,10,,,,,,,,10,,9,,,,6,6,,32,,,,6,11,,,,,,,,,,15,,12,,10,,,,,,,,,,,,,,,7
 U489,,8,,17,,65,,,12,8,,,,,,,,13,,11,,,89,7,6,,6,,,6,5,12,,,15,18,,13,,17,,9,,13,,8,98,,,,,,,,13,12,,,,,10
 U490,,18,,19,,68,,184,16,16,,179,,38,,,,16,,18,76,,53,10,5,,7,,163,9,5,14,473,51,27,16,,18,,32,,11,159,15,,27,20,88,189,121,,,,,28,27,,,,105,10
 U494,495,17,590,19,440,28,157,279,16,21,94,307,514,46,407,520,245,15,383,36,156,238,24,11,11,186,8,336,202,9,7,13,131,164,72,11,196,21,605,34,307,18,130,15,144,10,122,68,59,218,207,904,397,68,25,17,834,1291,364,228,11
 U496,,25,,15,,,,,25,10,,,,,,,,12,,8,,,41,8,17,,7,,,21,9,10,,,19,14,,,,,,14,,28,,13,,,,,,,,,14,17,,,,,19
 U498,,17,,22,,,,,13,11,,,,,,,,11,,8,,,37,9,7,,10,,,9,6,12,,,26,15,,,,36,,18,,15,,11,,,,,,,,,20,19,,,,,9
 U500,,13,,31,,,,,34,12,,,,,,,,15,,16,,,,11,19,,8,,,27,29,18,,,55,16,,,,,,15,,28,,15,,,,,,,,,21,19,,,,,17
 U513,,12,,22,,85,,,39,14,,,,,,,,16,,13,,,80,11,7,,8,,,8,7,21,,,42,15,,25,,48,,13,50,24,,21,61,,,,,,,,16,22,,,,,56
 U515,,17,,20,,60,,151,19,23,,,,41,,,,14,,10,45,,53,8,8,,7,,,9,5,15,127,33,25,10,,21,,20,,11,73,15,,13,37,72,110,35,,,,,21,16,,,,111,4
 U524,,30,136,32,,35,,103,17,18,,,,37,196,,196,18,,50,,,58,15,17,530,13,86,,51,18,25,145,114,38,26,,25,,45,279,13,114,21,,19,63,106,59,,,,,,38,21,,113,,,9
 U525,,11,121,22,,90,,,20,28,,,,501,,,360,16,,7,,,66,6,7,,8,,,9,10,9,,,25,17,,18,,56,,25,121,13,,11,129,,,,,,,,26,94,,,,,13
 U540,,,,,,,,102,,15,,,583,,,518,,,,,,,,,,,,123,,,16,,,,,,599,,,,,,,,,,65,,,217,,1814,,,29,,,,,133,32
 U541,,10,,12,,30,,25,20,13,,,,28,,,,19,,7,35,,18,27,16,,18,,,7,8,8,42,,12,9,,73,,19,,11,46,13,,13,17,48,27,100,,,,,35,11,,,,,4
 U548,,57,,32,,,,,19,31,,,,,,,,22,,19,,,293,32,25,,13,,,14,11,119,,,120,22,,54,,262,,26,,28,,18,,,,,,,,,36,34,,,,,14
 U550,,22,,19,,,,,13,20,,,,,,,,42,,19,,,31,14,15,,7,,,33,19,37,,,23,14,,,,106,,13,,22,,65,,,,,,,,,14,13,,,,,12
 U558,,14,,44,,,,,15,44,,,,,,,,23,,16,,,,8,11,,10,,,17,11,40,,,,14,,,,,,29,,27,,27,,,,,,,,,20,,,,,,10
 U559,,20,,39,,,,,17,114,,,,,,,,23,,57,,,64,12,10,,38,,,11,21,12,,,,24,,,,,,22,,51,,117,,,,,,,,,31,59,,,,,17
 U560,,54,,,,,,,47,16,,,,,,,,15,,39,,,,41,28,,39,,,20,12,30,,,,63,,,,,,23,,43,,38,,,,,,,,,,,,,,,15
 U561,,17,,37,,,,,20,21,,,,,,,,37,,19,,,,10,12,,12,,,10,,38,,,,17,,,,,,19,,21,,,,,,,,,,,23,,,,,,15
 U562,,80,,61,,,,,40,14,,,,,,,,19,,19,,,,15,17,,9,,,104,14,16,,,,37,,,,,,16,,13,,28,,,,,,,,,18,,,,,,10
 U563,,,,35,,,,,,,,,,,,,,,,,,,,10,8,,49,,,,11,,,,23,,,,,28,,22,,,,,,,,,,,,,32,38,,,,,16
 U564,,,,,,,,,,,,,,,,,,76,,11,,,20,12,16,,29,,,,8,14,,,,39,,,,,,16,,15,,30,,,,,,,,,,,,,,,7
 U571,,83,,,,,,,83,20,,,,,,,,,,18,,,,24,16,,13,,,11,,39,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,19
 U573,,23,,19,,48,,,26,23,,,,1113,,,,,,,,,54,,,,,,,,10,,,,35,,,88,,30,,,179,19,,,105,,,,,,,,15,36,,,,,9
 U574,,,,,,,,,,,,,,,,,,,,20,,,,10,10,,15,,,19,44,18,,,,,,,,,,22,,23,,,,,,,,,,,,,,,,,18
 U576,,,,,,,,,,,,,,,,,,27,,29,,,,9,8,,18,,,,12,28,,,,,,,,,,25,,65,,,,,,,,,,,,,,,,,9
 U577,,13,,25,,21,,37,12,13,,,,,,,,11,,17,,,70,8,8,,30,,,7,7,44,,,18,17,,,,81,,12,,8,,12,,,,,,,,,15,49,,,,,6
 U578,,18,,,,,,,16,11,,,,,,,,,,20,,,,13,19,,22,,,16,8,37,,,,25,,,,,,13,,17,,157,,,,,,,,,,,,,,,9
 U580,,78,,39,,,,,95,116,,,,,,,,96,,30,,,,13,23,,20,,,52,32,61,,,156,54,,65,,169,,77,,54,,31,106,,,,,,,,27,54,,,,,7
 U581,,18,,101,,,,,38,26,,,,,,,,69,,15,,,79,11,9,,13,,,14,12,22,,,133,24,,,,29,,18,,28,,78,,,,,,,,,29,101,,,,,16
 U582,,14,,28,,,,,17,54,,,,,,,,41,,64,,,33,7,9,,88,,,41,8,26,,,32,18,,,,,,22,,36,,48,,,,,,,,,45,26,,,,,4
 U584,,,,,,,,,,,,,,,,,,,,76,,,,10,18,,32,,,15,15,55,,,,,,,,,,22,,15,,,,,,,,,,,,,,,,,18
 U585,,29,,21,,,,,56,21,,,,,,,,15,,15,,,,9,8,,26,,,18,12,15,,,,15,,,,33,,14,,27,,40,,,,,,,,,101,39,,,,,8
 U586,,68,,,,,,,28,29,,,,,,,,36,,20,,,,35,6,,10,,,8,7,24,,,,12,,,,,,27,,30,,25,,,,,,,,,76,,,,,,10
 U588,,36,,,,,,96,,38,,,,186,,,,27,,20,,,,15,22,,13,,334,17,11,23,129,,,26,,,,,,28,,21,223,45,39,,,,,,,,,,,,,,29
 U590,,42,,,,,,,22,,,,,,,,,50,,17,,,,11,27,,38,,,29,7,19,,,,30,,,,,,20,,19,,,,,,,,,,,,,,,,,9
 U592,113,16,,16,,19,,48,12,8,,163,,68,86,,,15,,7,83,,29,5,6,,9,212,202,15,5,10,96,133,36,15,,70,,19,,14,55,9,264,10,32,155,164,129,,,126,,9,19,77,,,63,11
